Symbol,Nazwa,SUM z Stan
5900779100282,balon serce 24'',1
5900779100343,balon gwiazdka 18'',8
5900779100381,gadżety na ślub do zdjęć,1
5900779100404,Czapeczki Syrenka opalizujące 6szt.,3
,czapeczki syrenki opalizujące,3
5900779100411,wedding party props,2
5900779100503,Cake topper,3
5900779100541,Świeczki urodzinowe Piłki,2
5900779100626,balon serce 45cm różowe złoto,8
5900779100718,serwetki 30,6
5900779100725,Serwetki 40 białe,5
,serwetki dekoracyjne 40,4
5900779100732,"Serwetki białe""50th""",4
5900779100749,serwetki dekoracyjne 60th,3
,Serwetki urodziny biało zł,6
5900779100756,Serwetki 70 ur biało zł,5
,serwetki 70th,8
5900779100817,Balon foliowy Flaming,23
5900779101692,talerzyki rakieta,2
5900779102545,Pudełeczka złote,5
5900779102576,Balon serce 61cm róż-złoto,1
5900779102590,gadżet chorągiewka do zdjęć,1
5900779102637,girlanda gołąbki,1
5900779102651,lovely swan,1
5900779102712,serwetki,2
5900779103399,tuba serca złote 60cm,7
5900779103405,tuba serca rózowe złoto 60cm,3
5900779103535,"Pudełka skrzydła 8,5*14,5*8,5cm",6
5900779103542,toppery na tort,4
5900779103597,confetti cones,1
5900779103658,Wizytówki na stół -kropki,5
5900779103870,WS8-019ME winietki,32
5900779103900,Wizytówki na Stół,3
5900779103986,WS5-019ME Wizytówki na stół ramka złoty,1
5900779104105,"ozdobne pudełka na ciasto ,biały,16x8,5x9,5 cm",3
5900779104143,tatuaż,1
5900779104167,Tatuaże zmywalne róz,2
5900779104310,balon księżyc,1
5900779104594,Szarfa BrideSquad,6
5900779104778,ring bearer,1
5900779104808,girlanda paper decoration,4
5900779104822,Drewniane numery na stół,1
5900779105089,Pudełko na Porady,2
5900779105898,Świeczki urodzinowe gładkie jasny niebieskie,4
,Świeczki urodzinowe j.niebieskie op./12szt,8
5900779105935,"Świeczki urodzinowe gładkie, jansy liliowy 14cm",4
5900779106031,Tablica rejestracyjna Młoda Para,15
5900779106086,korona papierowa 6szt,2
5900779106208,Baner moje urodziny srebrny,5
5900779106635,balon kula dyskotekowa,1
5900779106734,ramka do selfie,3
,Ramka selfie,2
5900779107762,balon foliowy nietoperz 80x52 cm,4
,balon foliowy nietoperz czarny,1
5900779107823,talerzyki złote 18 cm 6 szt,5
,talerzyki złote 18cm,5
5900779108943,księga maluszka,1
5900779108974,Baner Wieczór panieński złoty,1
5900779109162,talerze Kot 6szt,1
5900779109223,napis z balonów,1
5900779109247,Toper dr Baby,3
,Topper Oh Baby,1
5900779109254,Toper na Tort sto Lat,7
5900779109391,serwetki 80th,2
,"Serwetki 80th Birthday,biały 33x33 1op./20szt",3
5900779109483,FB24M-70-019 bal.fol. 70 złoty,11
5900779109513,"FB24M-80-019 bal.fol. 80 złoty 18""",13
5900779109544,FB24M-90-019 bal.fol. 90 birthday,9
5900779109827,Balon 14P-437 Pastel Cyklamen Rose 100szt,1
5900779109834,balony 30cm pastel light green 100szt,1
5900779109865,balony 30 cm pastel lilac breeze 100szt,1
5900779109872,balony 30 cm pastel kiwi cream 100szt,1
5900779109889,balony 30 cm pastel peach cream 100szt,1
5900779109926,Balon CHB1-018-50 MetSrebrny 50szt,7
5900779109933,balon glossy gold CHB1-019-50,71
5900779109971,balon glossy 30cm rozowe zloto CHB1-019R-50,7
5900779110335,Balon SB12P-096 Pastel Pistachio 100szt,1
5900779110397,balony pastel light blue 100szt,3
5900779110427,SB14P-004j balony 100szt,1
5900779110489,balony 14'' pastel Fuchsia 100szt,2
5900779110502,balony strong paste fuchsia SB14P-080-50,3
5900779110519,Balon SB14P-081B Pastel Pale Pink 100szt,2
5900779110526,Balon Gumowy Pastel Pink,1
5900779110533,balony strong 30cm pastel pale pink 50 szt,1
5900779110625,SB14P-103J-50,1
5900779110632,"balony strong 12cm pastel light blue, 100szt",1
5900779110670,balon strong 12cm pastel pale pink,1
5900779112001,serwetki Happy...,5
5900779112018,serwetki Happy...,5
5900779112025,Banner Happy New Year złoty,1
5900779112131,kurtyna złota mat,9
5900779112148,kurtyna błękitna,4
5900779112155,kurtyna wrzosowa,1
5900779112162,CRT-019R Kurtyna różowezloto,1
5900779112551,konfetti monstera złota,3
5900779112568,konfetti monstera zielona,2
5900779112988,Kalendarz adwentowy,3
,kalendarz adwentowy domki,2
5900779113053,talerzyki  happy new year złote,5
,Talerzyki Happy new year złote,7
5900779113435,Pudełko na popcorn,2
5900779113541,Konfetti cyfry urodz złote,5
5900779113640,serwetki happy new year,12
,Serwetki Happy New Year czarne,12
5900779113725,butla z helem na 30 balonów,2
5900779113763,Balon foliowy Rakieta,2
5900779113794,weeding ring box,1
5900779113916,Balon foliowy Kotek róż,16
5900779114418,Balon foliowy Cheers,1
5900779114425,Balon laska cukrowa- róż,5
5900779115101,Zestaw torebki świąteczne,1
5900779116504,Konfetti na wieczor panienski,7
5900779116719,szarfa,1
5900779117150,piniata szminka,1
5900779117174,piniata kotek,1
,Piniata Kotek 35x27x9cm,1
5900779117266,balon 1 metr pink,1
5900779117327,Balon OLBO 1 metr turkus,3
5900779117389,balon OLBOM-075J,1
5900779117402,Balon Okrągły 60cm,1
5900779117426,balon 60 cm pink,1
5900779117440,"Balon okrągły 60cm,Pastel pistachio",2
5900779117594,Świeczka Urodzinowa,5
5900779118461,SCU4-1-019 świeczka 1 złoty brokat,2
5900779118553,świeczka 2 10cm,2
,Świeczka Urodzinowa,11
5900779118645,świeczka ''3'',1
,Świeczka Urodzinowa,12
5900779118737,Świeczka cf br złota 10cm,7
,świeczka cyfra duża,4
5900779118911,Świeczka 6 brokat,9
,świeczka cyfra duża,3
5900779119000,Świeczka 7 brokat,7
,świeczka cyfra duża,2
5900779119093,Świeczka 8 brokat,5
5900779119185,świeczka cyfra 9 brokat 10cm,10
,świeczka cyfra duża,4
5900779119277,Piniata-Piłka,1
5900779119291,Czapeczki papierowe pastelowe,1
,Czapeczki Yummi mix  6szt.,3
5900779119321,balon body,1
,Balon foliowy Body,1
5900779119796,balon foliow Happy New Year napis,11
,Napis z balonów happy new year,14
5900779120259,Balon foliowy,1
5900779120266,świeczka 30,5
5900779120297,świeczka 40,7
5900779120327,świeczka 50,5
5900779120358,świeczka 60,7
5900779124400,Opaska Bride metal,1
5900779124431,Talerzyki papierowe Paniski,6
5900779124516,Kredki do malowania twarzy,9
5900779124554,Kredki do malowania twarzy,1
5900779130166,confetti złote 40l KONS35-40-019ME,3
5900779130203,confetti złote 60l KONS35-60-019ME,5
5900779130593,świeczka 18,3
5900779130630,zawieszka na krzesła - żona mąż,4
,"zawieszki na krzesła żona - mąż, naturalne drewno",10
5900779130852,Wianek biały,3
5900779130883,opaska kwiaty,1
,Wianek różowy,4
5900779131071,zestaw balonów,2
5900779131101,zestaw balonów,2
5900779131231,mała korona na gumce,1
5900779131316,opaska gwiazdy,3
5900779131378,baner IKomunia Św,2
,GRL91 baner I kom. św.,1
5900779131613,"balon foliowy gwiazda 3D, 95cm złoty",12
,balon gwiazda,4
5900779131774,"Balon foliowy gwiazda 3D 70cm,złoty",1
5900779131828,conffeti złote 50,10
5900779131996,CZ1-019R ciężarek do balonów róż,103
5900779132054,balon foliowy wisienki,4
,Balon foliowy wiśnie,3
5900779132115,"Serwetki Chrzest Święty 20szt, 33x33cm",4
5900779132146,Serwetki Komunia Św. op./20szt.,1
5900779132177,Serwetki Wieczór Panieński,3
5900779132184,"serwetki wieczór panieński, białe 33x33cm",12
5900779132382,Balon fol Gwiazdka 12 cm srebrna,37
5900779132429,Balon fol Gwiazdka 12 cm złota,70
5900779132498,Balon foliowy Lama stojąca,5
5900779132610,Toper na Tort HP,1
,topper drewniany,4
5900779132771,"Piniata Lama 41x49,5x10cm",1
5900779132931,Balon foliowy gwoiazdka zielona mat,1
5900779133013,Balon foliowy gwiazdka róż-złot mat,3
5900779133099,Balon foliowy gwiazdka czerwona mat,6
,balon gwiazdka czerwona,5
5900779133136,"Balon foliowy róż mat gwiazdka 19""",1
5900779133198,Zestaw Dekoracji Parrty,1
5900779133334,Balon foliowy gwiazda złota 70 cm,16
5900779133372,"FB78M-019R bal.fol. 28"" gwiazda róż",9
5900779133419,"FB78M-018 bal.fol. 28"" gwiazda srebrna",2
5900779133464,Balon fol Gwiazdka 25 cm srebrne,40
5900779133907,Balon foliowy serce czerwony xl,2
,"FB77M-007 bal.fol. 28"" serce czerwone",5
5900779133914,Balon foliowy mikołaj,26
5900779137059,Balon foliowy Cukrowa Laska,4
5900779137097,Balon foliowy Kotek czarny,30
5900779137288,renifer balon,1
5900779140608,balony rainbow metalizowane czerwony 1op./100szt,1
5900779141605,balon foliowy butelka,1
5900779141643,Balon Zebra,3
5900779141681,balon Motyl,14
5900779141728,Balon królik,7
5900779142756,Balon fol Gwiazdka 25 cm złoty,14
5900779142794,Balon fol Gwiazdka 25 cm róż-złoto,25
5900779142800,FB82 bal.fol. CIASTEK,4
5900779144231,Balon foliowy Gwiazdka Mam Rok,24
5900779144279,Balon foliowy Cyfra 1 z koroną niebieska,9
5900779144316,Balon foliowy Cyfra 1 z korona róż,74
5900779161078,Balon foliowy Lampart,3
5900779161085,Balon foliowy Piesek,15
5900779161092,FB90 bal.fol. auto 111x63cm,15
,FB90 bal.fol. car,5
5900779161108,Balon foliowy Słonik,5
,Balon foliowy Słoń,11
5900779162976,balon srebrny 60cm OLBOM-G-018,3
5900779163010,OLBOM-G-019 bal.lat.60cm złoty,9
5900779163058,OLBOM-G-019R bal.lat. 60cm róż,2
5900779163454,balony rainbow metalizowane czerwony 1op./10szt.,7
5900779163621,balony rainbow pastelowe czerwony 1op./10szt.,8
5900779165908,balon w kwiatki,27
5900779165946,Balon foliowy Sto lat rustykalne,4
5900779165984,Balon foliowy Happy Birthday biały,16
5900779166028,balon sto lat 18'',21
5900779166066,FB60 bal.fol. jamnik,9
5900779166103,FB69 bal.fol. shark,2
5900779166141,balon żyrafa,14
5900779166189,balon foliowy cyfra 0 czarna,14
5900779166226,Balon foliowy Cyfra 1 czarna,23
5900779166264,balon cyfra 2 czarny,2
,balon foliowy cyfra2 czarna,2
5900779166301,balon cyfra ''3''czarna,7
,Balon foliowy Cyfra 3 czarna,4
5900779166349,balon cyfra''4''czarna,5
,Balon foliowy Cyfra 4 czarna,5
5900779166387,balon cyfra ''5''czarna,9
,Balon foliowy cyfra 5 czarna,6
5900779166424,Balon Cyfra 6 czarna,15
5900779166462,Balon foliowy Cyfra 7 czarna,11
5900779166509,Balon foliowy Cyfra 8 czarna,17
5900779166547,balon cyfra 9 czarna,7
5900779167414,Kartka z bransoletka,3
5900779167452,opaska 18 today,4
5900779167575,opaska bride z welonem,3
5900779167742,balon ''1''stojaca błękit,2
5900779168336,Zestaw balonów 18 Glossy,35
5900779168350,zestaw balonów,2
5900779168374,Zestaw balonów 30 Glossy,9
5900779168398,Zestaw balonów 40 Glossy,25
5900779168411,Zestwa Balonów Glossy 50' złote,21
5900779168435,Zestaw balonów 60 Glossy,19
5900779168459,Zestaw balonów 70 Glossy,13
5900779168473,Zestaw balonów 80 Glossy,10
5900779168497,Zestaw Balonów 90 Glossy,16
5900779168664,napis z balonów,1
5900779168701,balon ''0''czerwony,7
,Balon foliowy cyfra 0 czerwony,18
5900779168749,Balon Cyfra 1 czerwona 86 cm,10
,balon foliowy cyfra 1 czerwona,11
5900779168787,balon foliowy cyfra 2 czerwony,5
,balon foliowy czerwony ''2'',9
5900779168824,balon cyfra ''3''czerwona,5
,balon foliowy czerwony cyfra 3,5
5900779168862,balon cyfra''4''czerwona,1
,balon foliowy czerwony cyfra 4,4
5900779168909,balon foliowy cyfra 5 czerwona,18
5900779168947,balon cyfra ''6''czerwony,4
,Balon foliowy Cyfra 6 czerwona,4
5900779168985,balon foliowy cyfra 7 czerwona,13
5900779169029,Balon foliowy 8 czerwony 86 cm,4
,balon foliowy cyfra 8 czerwona,9
5900779169067,balon foliowy cyfra 9 czerwona,15
5900779170858,Balon foliowy Boy or Girl,7
5900779170889,balon gwiazdka Happy....,23
5900779170896,Balon foliowy gwiazdka czarna Happy,32
5900779170902,Balon foliowy gwiazdka Happy Birthday,26
5900779170919,Balon foliowy happy niebieski,8
5900779170926,Balon foliowy gwiazdka Happy róż,18
5900779170933,Balon foliowy Sto lat tecza,6
5900779170940,Balon foliowy Sto lat gwiazdka czarny,9
5900779170957,Balon foliowy gwiazdka Sto lat złoto,18
5900779170971,Balon Tęcza,4
5900779171015,Balon foliowy chmurka,17
5900779171022,Balon foliowy renifer,3
5900779171602,Butla z helem na 30 balonów,3
5900779172586,Topper One,2
5900779172593,topper 18,7
,Topper na tort 18,11
5900779172616,"Topper na tort ""30"" złoty",10
5900779172623,"Topper na tort ""40"" złoty",12
5900779172630,toper cyfra 50,5
,"Topper na tort ""50"" złoty",5
5900779172647,"Topper na tort ""60"" złoty",9
5900779173125,cyfra stojąca ''0'',2
5900779173149,cyfra stojąca ''2'',1
5900779173156,cyfra stojąca ''3'',1
5900779173163,cyfra stojąca ''4'',2
5900779173170,cyfra stojąca ''5'',1
5900779173934,balon 6szt confetti złote,1
5900779174009,Balon Kula 40 cm transparentny,12
5900779174306,"Stojący balon foliowy cyfra ""1"",84cm,jasny różowy",1
5900779174955,Woreczki z organzy białe,2
5900779174962,Woreczki z organzy błękitne,8
5900779174993,Woreczki z organzy kremowe,1
5900779175006,Woreczki z organzy różowe,8
5900779175761,balon korona,22
5900779175808,balon gratulacje,13
5900779180031,zestaw balonów,3
5900779180048,Zestaw balonów 6szt,12
5900779180055,zestaw balonów Happy....,1
5900779180505,Balon Foliowy,5
,balon foliowy dynia 40x40 cm,5
5900779180567,taśma do girland,19
5900779182387,papier do pakowania paski 70x200cm,12
5900779183193,balon foliowy bombka 45cm,5
,balon foliowy cukierek,5
5900779183230,balon foliowy cukierek,10
5900779183315,balon lizak złoty,2
5900779183353,FB108 bal.fol. samolot,5
5900779183438,Balon foliowy Puchar,12
,balon puchar,2
5900779183476,Balon Wrotka,12
5900779183551,Balon Miś Polarny,1
5900779183568,Balon foliowy Dziadek do orzechów34x85cm,7
5900779183575,Balon foliowy choinka 78x49cm,9
5900779183582,balon foliowy bombka,4
,balon foliowy bombka 45cm,16
5900779183599,Balon foliowy bombka,14
5900779183834,kalendarz adwentowy torebki,2
,kalendarz adwentowy torebki mix,2
5900779184367,Tuba z konfetti mix 35 cm,5
,Tuba z konfettii mix,11
5900779184428,Tuba z serpentynami mix,9
,Tuba z serpentynami mix 25 cm,1
5900779188211,Kurtyna czarna,7
5900779191006,kubki happy new year złote,10
5900779196995,balon 30cm chrzest święty,1
5900779197831,zestaw balonw chrom srebro 10szt,1
5900779197848,zestaw balonó Glossy10szt,7
,Zestaw balonów złotych Glossy,57
5900779199071,Zestaw balonów Boy or Girl,14
5900779199088,balon chrzest SB14P-309-0028-6,16
5900779199101,balon mom to be 6szt SB14P-311-001J-6,10
5900779199132,balon buźki 6szt SB14P-313-000-6,5
,balony buzki mix,5
5900779199194,balon 6szt SB14P-319-000-6,3
5900779199231,zestaw balonów ''1'',1
5900779199248,"Balony 30 cm ,Morski świat 1op./6szt.",2
5900869804380,Wstążka,18
5901115821922,Piersiówka,4
,Piersiówka 6-3061 Mat czarna BH,3
5901151142050,dyplom,1
5901157400895,kotyliony róż,1
5901157403742,tablica weselna,9
5901157405388,Wkładki do zaproszeń,3
5901157410160,tablica na samochód Rodzice,1
5901157410375,plakat OK18 Szczęść Boże Młodej Parze,17
5901157411846,wkładki do zaproszeń,6
5901157416599,Woreczki z organzy,1
5901157416681,pudełeczka pan młody,1
5901157417039,figurka na tort,2
5901157420152,balony 30 cm pastel bright yellow 100szt,1
5901157424457,"kotylion z perłowymi kwiatkiami, biały",2
5901157424952,Podziękowanie dla rodziców,2
5901157425423,wizytówki na stół 25szt.,1
5901157427359,"ubranka na butelkę,biały",2
5901157430502,winietki ślubne,1
5901157431271,tuba zpłatkami róż biały,9
5901157431806,płatki róż zielone,10
5901157432322,karty z zadaniami,2
5901157432346,karty z zadaniami,1
5901157432834,figurka panna młoda 834,1
5901157433022,tuba 60cm płatki różowe,2
5901157433213,Lampion halloween pomar. śr. 60cm. 1szt/op.,11
5901157435378,Baner na Wieczór Paniński,5
5901157435873,dekoracja chlopiec,3
5901157436030,Opaska Myszka,2
,"Opaska Myszka, czarno-czerwona",3
5901157436085,konfetti gwiazdki złote KONS6,3
5901157436115,baner Walentynki  GRL5,6
5901157436269,"Seksowne świderki, długość 60cm, 1 op.",7
5901157436320,pudełko na koperty,1
5901157437112,gift box niebieski w kropki 10szt.,2
5901157437129,gift box róż w kropki 10szt.,1
5901157437136,Pudełeczka dla gości z kokardką 10 szt.,4
5901157437143,pudełeczka chair gift box,5
5901157437372,Okulary serduszka czerwone,5
5901157437396,Okulary Party serca róż,3
,Okulary serduszka różowy,3
5901157437518,BOA 180 cm czarne,7
5901157437686,dekoracja dziewczynka,1
5901157437921,TUKP40-082 Tuba płatki czerwone,1
5901157438201,Świeczka 0 c.róż,7
5901157438249,świeczka ''4'',7
5901157438256,Świeczka 5 c.róż,2
5901157438263,świeczka''6'',5
5901157438270,świeczka''7'',11
5901157438287,świeczka''8'',11
5901157438294,Świeczka 9 c.róż,5
5901157438782,Świeczka urodz kolorowe 6.5cm 6szt,7
5901157438874,czapka urodzinowa,2
5901157438928,Banner I'm No.1,3
5901157439376,konfetti duchy,4
5901157440655,dekoracja czaszki i nietoperze,3
5901157440846,Świeczka 0 turkus,13
5901157440884,świeczka ''4'',7
5901157440907,świeczka ''6'',1
5901157440914,świeczka ''7'',11
5901157440938,Świeczka 9 turkus,6
5901157441782,pudełko na alkohol,2
5901157441812,"Diamentowe konfetti,złoty,12mm 1op./100szt.",10
5901157442727,"Skrzydła anioła białe 50x35cm , 1szt.",2
5901157443014,Taśma Happy Halloween 1rol. 10x6mb.,3
5901157443021,"Taśma halloween dynie 1rol. 7,5x6mb.",3
5901157443199,świderki serca,7
5901157443212,baner valentynki,5
5901157443328,"Girlanda halloween czaszki 300cm, 1op.",8
5901157443335,Kajdanki z futerkiem różowy,19
5901157443892,opaska welon,10
5901157444158,Tasiemka satynowa czerwona 25mm/25mm,3
5901157444165,Tasiemka satynowa czerwona 6mm/25mm,5
5901157444172,tasiemka satynowa bordo 38mm/25m,4
,tasiemka satynowa bordo 38mm/25mm,2
5901157444240,Tasiemka satynowa czerwona 50mm/25m,4
5901157444363,tasiemka satynowa czerwona 12mm/25m,4
5901157444370,Tasiemka satynowa czerwona 38mm/25m,8
5901157444448,tasiemka satynowa j.róż,3
5901157444516,Tasiemka satynowa j.różowy 6mm/25mm,1
5901157444585,Konfetti serca metalik,3
5901157444714,kotylion z rozetką 25 szt. jasnozielony,1
5901157444752,"kotylion ze srebrną aplikacją,kremowy",4
5901157444981,księga gości,1
5901157445322,tasiemka satynowa czarna 12mm/25m,1
5901157445346,tasiemka satynowa czarna 38mm/25m,4
5901157445469,Tasiemka satynowa złota 6mm\25mm,1
5901157445483,tasiemka satynowa j.złoto 25mm/25mm,1
5901157445490,tasiemka satynowa złota 38mm/25m,7
5901157445643,tasiemka satynowa niebieska 38mm/25m,4
